id,age_band,region,role,device,network,digital_literacy,intent,accessibility_need,journey_completion,sentiment,primary_issue_code,primary_issue,resolution_status,evidence_level,evidence_ref,requested_feature_code,requested_feature,score_visual,score_clarity,score_navigation,score_planning,score_trust,score_mobile,score_accessibility,recommend_0_10,positive_note,criticism,comment
U07617,25-34,Ho Chi Minh_South,small_business,mobile,4g_weak,basic,ginseng_products,none,partial,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.9,4.2,3.9,3.6,4.9,4.2,4.8,8,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật bằng điện thoại với 4G yếu. Tôi để ý đầu mối liên hệ và cơ hội kết nối địa phương và cần tính thêm chặng dài từ phía Nam. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07618,45-54,Da Nang_Quang Nam,content_creator,mobile,3g,advanced,xo_dang_culture,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.6,4.4,4.8,3.7,4.5,4.8,4.1,9,"CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường.","Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi muốn hiểu văn hóa Xơ Đăng một cách tôn trọng trên điện thoại với mạng 3G. Tôi chú ý câu chuyện, hình ảnh và khả năng chia sẻ và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U07619,65+,Other Vietnam,family_trip_planner,tablet,3g,average,trekking,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.2,3.9,4.5,3.8,5,5,5,6,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi quan tâm trekking và an toàn đường rừng trên máy tính bảng với mạng 3G. Tôi phải cân nhắc an toàn và sức của cả gia đình và chưa quen đường đến Trà Linh. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U07620,55-64,Ho Chi Minh_South,general_traveler,mobile,wifi,advanced,trip_planning,none,partial,mixed,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",verified_route_distance,quãng đường đã được địa phương đo và xác nhận,4.6,4.4,4,3.5,4.6,3.9,4.5,7,"CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường.","Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong.","Tôi vào trang để lên kế hoạch chuyến đi thật bằng điện thoại qua Wi‑Fi. Tôi muốn hiểu nhanh nơi này có phù hợp với mình hay không và cần tính thêm chặng dài từ phía Nam. CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường. Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong. Đề xuất quãng đường đã được địa phương đo và xác nhận chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U07621,45-54,Ho Chi Minh_South,retired_traveler,mobile,4g_weak,average,trip_planning,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.9,4.3,4.1,4,4.7,4.5,8,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi vào trang để lên kế hoạch chuyến đi thật ở màn hình nhỏ với 4G yếu. Tôi cần chữ dễ đọc và nhịp tham quan không quá gấp và cần tính thêm chặng dài từ phía Nam. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07622,55-64,Central Vietnam,tourism_professional,desktop,wifi,average,trekking,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.4,4.4,4.3,4.8,4.1,4.3,4.1,6,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi quan tâm trekking và an toàn đường rừng bằng máy tính qua Wi‑Fi. Tôi xem cả trải nghiệm khách lẫn tính chính xác vận hành và dự tính di chuyển từ miền Trung. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U07623,25-34,Ho Chi Minh_South,student,mobile,wifi,advanced,xo_dang_culture,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.3,4.4,4.3,5,5,4.6,10,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi muốn hiểu văn hóa Xơ Đăng một cách tôn trọng bằng điện thoại qua Wi‑Fi. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và cần tính thêm chặng dài từ phía Nam. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U07624,18-24,Ho Chi Minh_South,student,mobile,4g_good,basic,trip_planning,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.6,4.5,3.5,4.6,4.2,4.4,10,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm.","Tôi vào trang để lên kế hoạch chuyến đi thật bằng điện thoại qua 4G ổn định. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và cần tính thêm chặng dài từ phía Nam. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Trang vẫn giàu hình ảnh nhưng đã có lối tắt, danh sách rút gọn và chế độ tiết kiệm dữ liệu nên tôi không đề xuất thay đổi thêm. Hiện tại tôi không yêu cầu chỉnh sửa."
U07625,25-34,Ho Chi Minh_South,content_creator,mobile,3g,basic,inspiration,none,partial,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.6,3.8,4.5,4,4.3,3.9,4,10,"CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường.","Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới trên điện thoại với mạng 3G. Tôi chú ý câu chuyện, hình ảnh và khả năng chia sẻ và cần tính thêm chặng dài từ phía Nam. CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07626,35-44,International,tourism_professional,mobile,wifi,average,ginseng_products,low_vision,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.9,4.2,3.8,4.3,4.1,4.7,10,"Thông tin liên hệ cuối trang cụ thể, có điện thoại và email.","Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật ở màn hình nhỏ qua Wi‑Fi. Tôi xem cả trải nghiệm khách lẫn tính chính xác vận hành và không thể dựa hoàn toàn vào nội dung tiếng Việt. Thông tin liên hệ cuối trang cụ thể, có điện thoại và email. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07627,35-44,Ha Noi_North,general_traveler,mobile,4g_good,average,inspiration,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.4,4.5,4.3,4.4,4.1,5,6,Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới trên điện thoại qua 4G ổn định. Tôi muốn hiểu nhanh nơi này có phù hợp với mình hay không và cần tính thêm chặng dài từ phía Bắc. Trang không bị tràn ngang trên điện thoại và chữ chính nhìn rõ. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07628,35-44,Overseas Vietnamese,tourism_professional,mobile,3g,average,inspiration,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.3,3.9,4.2,4.7,4.2,5,4.2,10,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới trên điện thoại với mạng 3G. Tôi xem cả trải nghiệm khách lẫn tính chính xác vận hành và muốn chia sẻ thông tin rõ ràng cho người thân ở nước ngoài. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U07629,25-34,Da Nang_Quang Nam,office_worker,mobile,4g_weak,average,trip_planning,none,completed,mixed,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",official_costs,chi phí chính thức từ đơn vị cung cấp dịch vụ,4.7,3.7,4.1,4,3.7,4.2,3.9,7,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Lịch trình mẫu và nút lưu PDF hữu ích, còn chi phí được ghi đang xác minh nên tôi cần liên hệ trước khi chốt ngân sách.","Tôi vào trang để lên kế hoạch chuyến đi thật ở màn hình nhỏ với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Lịch trình mẫu và nút lưu PDF hữu ích, còn chi phí được ghi đang xác minh nên tôi cần liên hệ trước khi chốt ngân sách. Đề xuất chi phí chính thức từ đơn vị cung cấp dịch vụ chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U07630,35-44,Ho Chi Minh_South,tourism_professional,desktop,4g_weak,advanced,accessibility,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.7,4.8,3.9,4.3,4.8,3.9,4.5,10,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi kiểm tra trang với nhu cầu hỗ trợ tiếp cận bằng máy tính với 4G yếu. Tôi xem cả trải nghiệm khách lẫn tính chính xác vận hành và cần tính thêm chặng dài từ phía Nam. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07631,35-44,Ha Noi_North,office_worker,mobile,4g_weak,basic,map_directions,none,partial,mixed,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",verified_route_distance,quãng đường đã được địa phương đo và xác nhận,4,4.1,4.6,3.9,4.3,4.2,4.5,7,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Lịch trình mẫu và nút lưu PDF hữu ích, còn chi phí được ghi đang xác minh nên tôi cần liên hệ trước khi chốt ngân sách.","Tôi cần bản đồ và đường đi cụ thể bằng điện thoại với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và cần tính thêm chặng dài từ phía Bắc. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Lịch trình mẫu và nút lưu PDF hữu ích, còn chi phí được ghi đang xác minh nên tôi cần liên hệ trước khi chốt ngân sách. Đề xuất quãng đường đã được địa phương đo và xác nhận chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U07632,25-34,Central Vietnam,office_worker,mobile,4g_weak,average,inspiration,none,abandoned,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.1,4,4.5,4.3,4.3,5,10,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới bằng điện thoại với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và dự tính di chuyển từ miền Trung. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Tôi có thể xem hành trình, lưu nội dung, chia sẻ và dùng cẩm nang khi cần; trải nghiệm hiện tại đã đủ dùng. Hiện tại tôi không yêu cầu chỉnh sửa."
U07633,55-64,Da Nang_Quang Nam,office_worker,desktop,4g_weak,average,accessibility,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.5,4.7,4.4,4.9,4.5,4.9,7,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi kiểm tra trang với nhu cầu hỗ trợ tiếp cận trên laptop với 4G yếu. Tôi thường so sánh kỹ trước khi xin nghỉ phép và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U07634,55-64,Other Vietnam,general_traveler,desktop,wifi,average,trekking,none,partial,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.3,4.8,4.1,3.6,3.9,4.9,4.6,9,Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi quan tâm trekking và an toàn đường rừng trên laptop qua Wi‑Fi. Tôi muốn hiểu nhanh nơi này có phù hợp với mình hay không và chưa quen đường đến Trà Linh. Phần hero tạo ấn tượng mạnh và cho tôi biết ngay chủ đề chính. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07635,55-64,Ha Noi_North,trekker,mobile,3g,average,map_directions,none,partial,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.9,4.9,4.1,4.2,4.7,4.9,4.6,10,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi cần bản đồ và đường đi cụ thể bằng điện thoại với mạng 3G. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và cần tính thêm chặng dài từ phía Bắc. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U07636,25-34,Other Vietnam,student,desktop,4g_weak,average,accessibility,cognitive,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.3,4.5,4.7,4.3,4.1,3.9,4.5,8,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi kiểm tra trang với nhu cầu hỗ trợ tiếp cận trên laptop với 4G yếu. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và chưa quen đường đến Trà Linh. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U07637,25-34,Da Nang_Quang Nam,trekker,mobile,4g_good,basic,inspiration,none,completed,positive,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",official_costs,chi phí chính thức từ đơn vị cung cấp dịch vụ,4.4,3.7,3.5,3.8,4.2,4.6,4.9,9,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới trên điện thoại qua 4G ổn định. Tôi quen kiểm tra độ khó, quãng đường và rủi ro trước khi đi và có thể xuất phát từ khu vực Đà Nẵng–Quảng Nam. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Trang không tự ước tính dữ liệu chưa chắc chắn, nhưng tôi mong lần cập nhật sau bổ sung quãng đường đã kiểm chứng. Đề xuất chi phí chính thức từ đơn vị cung cấp dịch vụ chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U07638,25-34,Ho Chi Minh_South,retired_traveler,mobile,4g_weak,average,accessibility,none,completed,mixed,TRIP_INFO_GAPS,"Chờ dữ liệu chính thức về quãng đường, chi phí hoặc lịch nhận khách",blocked_external,blocked_by_official_source,"evidence-deployed-latest.json#pageFacts.headings,anchors",booking_availability,lịch nhận khách và nút đặt/chuyển đầu mối,4.2,3.4,4.2,3.5,3.9,3.6,4.6,7,"CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường.","Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong.","Tôi kiểm tra trang với nhu cầu hỗ trợ tiếp cận bằng điện thoại với 4G yếu. Tôi cần chữ dễ đọc và nhịp tham quan không quá gấp và cần tính thêm chặng dài từ phía Nam. CTA trên mobile dễ chạm, đặc biệt là gọi điện và chỉ đường. Khối thông tin chuyến đi đã rõ thời lượng, độ khó và từng chặng; tôi vẫn muốn quãng đường khi địa phương xác minh xong. Đề xuất lịch nhận khách và nút đặt/chuyển đầu mối chỉ nên triển khai khi có nguồn chính thức và đơn vị chịu trách nhiệm."
U07639,35-44,Other Vietnam,student,desktop,4g_weak,average,inspiration,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,5,4.1,4.9,3.7,4.7,4.3,4.7,6,Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi chủ yếu tìm cảm hứng cho một điểm đến mới ở màn hình desktop với 4G yếu. Tôi ưu tiên thông tin ngắn gọn và chi phí vừa túi tiền và chưa quen đường đến Trà Linh. Ảnh mở đầu và bảng màu xanh tạo cảm giác Trà Linh rất riêng. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07640,18-24,Ho Chi Minh_South,retired_traveler,mobile,4g_good,average,map_directions,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.5,4.3,4.8,4.5,4.1,4.3,4,10,"Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường.","Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi cần bản đồ và đường đi cụ thể bằng điện thoại qua 4G ổn định. Tôi cần chữ dễ đọc và nhịp tham quan không quá gấp và cần tính thêm chặng dài từ phía Nam. Thiết kế có chất tạp chí, khác với nhiều trang giới thiệu địa phương thông thường. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
U07641,25-34,Ho Chi Minh_South,general_traveler,desktop,4g_good,average,ginseng_products,none,completed,positive,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.9,4.8,3.9,4.3,4.2,4.3,5,10,"Thông tin liên hệ cuối trang cụ thể, có điện thoại và email.","Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi muốn tìm hiểu sâm Ngọc Linh và sản vật ở màn hình desktop qua 4G ổn định. Tôi muốn hiểu nhanh nơi này có phù hợp với mình hay không và cần tính thêm chặng dài từ phía Nam. Thông tin liên hệ cuối trang cụ thể, có điện thoại và email. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07642,25-34,Other Vietnam,small_business,mobile,wifi,average,map_directions,none,completed,negative,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.4,4,4.6,4.3,3.8,4.5,5,5,Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn.,"Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương.","Tôi cần bản đồ và đường đi cụ thể ở màn hình nhỏ qua Wi‑Fi. Tôi để ý đầu mối liên hệ và cơ hội kết nối địa phương và chưa quen đường đến Trà Linh. Bản đồ có nhiều điểm và phần liên hệ cơ quan giúp trang đáng tin hơn. Nguồn, trạng thái xác minh và kênh liên hệ đã rõ hơn; tôi sẽ dùng website như điểm bắt đầu trước khi liên hệ địa phương. Hiện tại tôi không yêu cầu chỉnh sửa."
U07643,25-34,Ha Noi_North,small_business,desktop,wifi,average,trekking,none,completed,mixed,SATISFIED_NO_CHANGE,"Hài lòng, không yêu cầu chỉnh sửa",satisfied,preference,evidence-deployed-latest.json#featureChecks,no_change,giữ nguyên trải nghiệm hiện tại,4.2,4.8,4.3,3.6,5,4.5,4.3,6,"Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc.","Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này.","Tôi quan tâm trekking và an toàn đường rừng ở màn hình desktop qua Wi‑Fi. Tôi để ý đầu mối liên hệ và cơ hội kết nối địa phương và cần tính thêm chặng dài từ phía Bắc. Câu chuyện về rừng, người Xơ Đăng và vùng sâm được kết nối khá mạch lạc. Các tác vụ chính đã rõ, tôi không thấy điểm nào cần sửa thêm ở thời điểm này. Hiện tại tôi không yêu cầu chỉnh sửa."
